,class,tweet
2206,0,do u know what medications are r for bipolar depression? currently #fda approved #quetiapine aka seroquel
2207,1,have any of you developed knee pain since starting tysabri ? what helps with the problem ?
2208,0,rt @ctr1945: 17.01 day 17 rivaroxaban diary. doctor has phoned. seeing a heart specialist dr on wednesday. have to continue taking tablets ?
2209,0,"@anarchasxworker if you don't mind my asking, is the venlafaxine for depression? if so, guilt  missing meds is probably a poor decision."
2210,1,@tittuck i know it made me want to be sick every time i had it plus fluoxetine is the bigges bunch of shit ive been on worse than sertraline
2211,1,feeling a little dizzy from the quetiapine i just popped!
2212,0,@intervalthinks @newscientist give them prozac - not!
2213,1,suffice to say i am not particularly a fan of quetiapine sponsored dreams
2214,1,@furrowedfox cymbalta is especially weird i?ve had withdrawal quickly from missing a pill
2215,1,@theeastmovie thank you so much for getting the message out...wish i could see the film but bayer crippled me with cipro back in 2009!
2216,1,"@mesgreene humira worked for me much better than remicaid. i felt constantly beat up on r. humira was much easier to administer, too."
2217,0,@msjuju8 @loveont0ast @surrealbutok @thatbloke7 @bron_two bugger u made me look at meds 2 take. 30/1/14 im due for shot of zoledronic acid:)
2218,0,"@leahice @britlee_harp cipro can do a lot worse than that!  google ""floxing"" or ""cipro poisoning"" or ""fluoroquinolone toxicity syndrome""."
2219,0,so i finally have my 1st infusion of #tysabri set for nxt fri. so i'm supposed to suffer until it kicks in? this relapse is relentless. ??
2220,1,@cardiwithpearls enjoy :) haha. i take it + seroquel + klonopin every night for sleep. it can make me very loopy sometimes!
2221,1,i have been on lorazepam / diazepam / quetiapine for the past few nights and i've noticed i am slightly drooling a bit. lovely.
2222,1,too much vyvanse.... not sleeping tonight
2223,1,"rt @brassiest: @mikedelic if this is a real question, withdrawal from an antidepressant named effexor was worse than cocaine withdrawal"
2224,1,"@ta3fox yeah, pristiq is a different formulation or something of effexor. so similar withdrawal stuff :("
2225,0,"@haley_boggess: when depression hits, cymbalta can't help tell me why this reminds me of our chapstick commercial? omggg."
2226,1,seem to be feeling a bit better. disturbed sleep is a problem though. #venlafaxine #day15
2227,0,"rt @muffinlab: in the lab, a scientist rejoices. the hybrids are producing clonazepam n  fluoxetine. he gathers them in a bouquet to take t?"
2228,1,"@herodfel @amelia_draws @scribble_dragon it's very tough. i understand, &amp; you have my full sympathy. how did you find cymbalta withdrawals?"
2229,0,@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical foundin prozac @tidahrox seewhatyourmissing
2230,1,"promise, brownies honor i'm not stupid, i have been forgetting everything lately #paxil"
2231,1,"i finally had an appetite, made food, gone. humira why won't you let me eat"
2232,1,"@waynedjc that's good news. you must feel a bit less stressed. btw, are you ok with diazepam and fluoxetine? take both and they space me out"
2233,1,this vyvanse is keeping me up tho but i want to sleep
2234,0,outcomes of medical emergencies on commercial airline flights ? nejm- snuff or oral tobacco products can substitute in nicotine withdrawal.
2235,0,#fda approves noven's brisdelle (paroxetine) for hot flashes associated with menopause
2236,1,fuck here comes the nicotine cravings damn you hookah
2237,0,"rt @samgrittner: charlie rose makes seroquel feel like 100% pure, uncut cocaine."
2238,0,"depression hurts, cymbalta can help."
2239,1,question time #crohns #ibd #humira does anyone suffer from egg burps? what works for you
2240,0,someone get lockyer a bloody throat lozenge. #origin
2241,0,ha! take that ciprofloxacin! last time i'll be taking you! #freedom
2242,1,@broahegan it's my nicotine withdrawls
2243,1,"@glinda_r @spooniescouch cymbalta withdrawal is getting top billing at the moment, however. ugh! xx"
2244,1,does trazodone actually make people feel like high omfg it makes me sleepy
2245,1,@louiseypopssss quetiapine withdrawals.
2246,1,@gsxr1kbusakilla but i switched to trazodone ... i was doing some crazy ish on ambien smh not good lol
2247,1,"question: recently i have been hyper-sensitive to different textures, does anyone know if this is a bipolar / lamotrigine thing??"
2248,1,i can't stop yawning #trazodone
2249,0,@iamhdt i need some lysol.   maybe some cipro.
2250,1,"@almostwell what problems did you have with humira, if you don't mind me asking. i tried infliximab it destroyed my liver."
2252,1,"the most upsetting thing about silver linings playbook, is how bradley cooper can take seroquel and still stay in shape."
2253,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.? @gabbyevaan
2254,1,feeling better and much less anxious (i could actually talk to people yesterday) but the fluoxetine makes me sooooo sleepy...
2255,0,fun facts: do you know what medications are r for bipolar depression? currently #fda approved lamotrigine aka #lamictal
2256,1,"i always plan on eating breakfast, and then i wake up &amp; take my vyvanse... #vyvanseproblems"
2257,0,"rt @nourhaikal_: depression hurts, cymbalta can help. http://t.co/uu3fb1qe3o"
2258,0,@lindzburk i feel that way after being on namenda.
2259,0,@dani_deeh thanks (: i no longer have to do both injections. i get to drop humira (for crohns) but keep copaxone for ms.
2260,0,"*pops in a throat lozenge* so, you babes like magic: the gathering or what."
2261,1,trazodone is no joke. slept through every alarm.
2262,1,this new baccy is just making my cough so much worse but ahhh well need my nicotine
2263,0,"rt @andybiotech: $biib price increases for ms drugs avonex by another 7.5%, third time in 12mo-&gt; ?19% tysabri by another 9.4%, third time i?"
2264,1,"fuck paxil. i never want to take this shit again, but every time i try i get ridiculously sick. my life suckssss."
2265,1,every since i stopped taking that paxil i haven't been so damn emotional ..... i think!
2266,1,seroquel has arrived. question now is when do i want to be zombified?
2267,1,"@richiel13 my doctor gave me paxil, which i think is similar but it's made me feel like crap."
2268,1,&amp; i'm about to be sick af tomorrow because i ran out of paxil #withdrawal
2270,0,@equinejournal neue schule trans-angle lozenge every time
2271,1,my emails to big pharm were answered! turns out there is a pill that makes you stop spending all of your income in food and it's #vyvanse
2272,1,rocephin  ciprofloxacin = me barely able to stay awake
2273,1,@jkimberlinn im on cypro . actually in dying on cypro
2274,1,"ok, i'm pretty sure that missing 2 doses of fluoxetine (pure disorderliness/schedule fail) was responsible for my joint pain."
2275,0,"adverse reactions to ssris may include anxiety , insomnia, and paroxetine ,orthostatic hypotension may occur."
2276,0,@jawalkerauthor that is scary! if you do get it the antibiotic cipro will cure it!! #keepingfingerscrossed
2277,0,rt @markerusso: how is it only now that i realize that the beta 1 selective blockers are in the first half of the alphabet! #metoprolol #at?
2278,1,"dr. kyrillos: of ssris, paxil has the greatest assoc with #weight gain. rx with caution in pts with presenting weight issues. #paipip #qi"
2279,1,@aquafare the only things i know i'm allergic to are sulfa drugs and ciprofloxacin.
2280,1,"i just have to remember that what i'm feeling is the withdrawal from the venlafaxine. when my meds come, i will get better."
2281,1,forgetting to take meds then having a day feeling like absolute shit. fluoxetine u r shit
2282,1,@ripnercabbit @pacerfox ugh. my partner was on paxil for a while. it made him hide in the apartment. :/
2283,0,"okay, moving backwards, our it guys have been glasses, turban, ear hair, fatty 3, shorts, fatty 2, lozenge, and fatso."
2284,0,questionable x-ray result.  nothing a little levaquin won't help.  oh yeah and the cough meds with codeine.
2285,1,half of seroquel knocks me out so fast and im asleep for at least 10 hours...
2286,1,@furyofpatience i was fine w/ effexor. paxil/seroxat/paroxetine was the worst fucking bitch ad  i've ever withdrawn from. pure evil.
2287,1,@tedwardpaynus very little is going to get in the way of their nicotine addiction.
2288,1,nicotine headache! #notcool
2289,1,"@stevecoy @joelanair all the things i have just make me sleepy as hell: cymbalta, klonopin, ambien. wait what if i take em all togethhssaagg"
2290,0,"rt @andrewfbourgoin: if interested in the sandoz #etanercept phase 3 study, you should know about this, too. #biosimilars #pharma #patent  ?"
2291,0,rt @carla2000: @doctorchristian i think some people will try anything sometimes! i have with my severe psoriasis!finally awaiting humira in?
2292,0,@anthonycumia #zimmerman was removed from vyvanse for mood swings before he was put on adderall see med report: http://t.co/4qqrotmzie
2293,0,rt @renegadedrum: can you say plant-based computing &amp; super-effient room-temp processors? bbc news - plants 'do maths' http://t.co/r4oko7h3?
2294,1,@butterflywgs ...my old ones! plus caffeine in the morning counteracts these quite nicely whereas quetiapine hangovers were unshiftable
2295,0,depression hurts. cymbalta can help
2296,0,"rt @ibdlife: person: you have crohn's? me: yep person: oh i saw your medicine in a commercial, i think it was humira  #no #no #no #no #no #?"
2297,0,"@amandaaaxlee what meds are you taking, if you don't mind me asking? paxil is terrible. it was just like you described."
2298,0,sex while shes on prozac . shes only happy when im out back.
2299,0,"i have never had any really dangerous or very unpleasant physical side effects from prozac or olanzapine when taken alone, nor when taken"
2300,1,shouts out to seroquel for giving me that blessed 17h sleep tho
2301,0,@scrabalisios yes i have been for my tysabri this morning and now lazing on the sofa :( kids are going to the outlaws for the weekend :)
2302,1,it's raining. i ran for the bus when i didn't need to. my gp letter isn't right. sweating like a pig thanks to quetiapine. brighton bound!
2303,0,sandoz has sued roche-amgen for their 'submarine' patents on enbrel that expire after april 2029. one of  counts is 'laches in prosecution'
2304,1,@ikimlowe my son has been on lamictal for 3 yrs n broke out in a rash when he 1st was put on it. luckily after going to er it was not the sj
2305,1,well played tysabri...kicking butt #nosleep.
2306,1,@boatsnkrose they are on to you. poppin' metoprolol and she sweatin'.
2307,0,"@skrdad it's all about the long view, right? humira has side effects for a few days, but totally worth it!"
2308,0,"@aidenholder23 i am a sun-worshipper - doctor gave me cipro - big warning about sun exposure - blah, blah, blah. screw u i did it anyway!"
2309,1,@glass1ncision  -nods-  my zombie-ness when i first wake up in the morning is mostly from my nightly meds too (seroquel).
2310,0,"@wrongplanet its likly you will be given the contraceptive pill,they didnt work for me but may for you.you may get fluoxetine which is"
2311,1,i love this effexor! majorly kills my libido.
2312,1,"i'm too numb to feel, blow out the candle, blindness #np #cymbalta"
2313,0,go see specialist nurse about starting humira in a week! scared but excited! #crohns #cdsn
2314,1,@joanne__howe i'm good been on 25mg mtx for years then switched to leflunomide back mtx the other caused tummy trouble. why r u off enbrel
2315,1,my tolerance for my trazodone goes up every few days??
2316,0,?@antonio_nbpdw: depression sucks?cymbalta can help
2317,1,coming off cymbalta cold turkey.. day 4... i think i have vertigo! this is awful.
2318,0,"@pbandjenelley_1 nope, let's try this. shall we open the pages? page 10 ""duffy sold me that seroquel and xanax"" http://t.co/phnyg1kryv"
2319,1,god there is nothing worse than nicotine withdrawal
2320,0,rt @fantwit: fluoxetine from $1.92 per capsule in 1993 to $0.03 today #pharmac #nz #ihea2013
2321,0,he learned how to give me my humira shot wuth the training kit lol
2322,0,"just timed a cymbalta commercial. 50 of the 70 seconds was side effects and warnings. so, how bad is your arthritis??"
2323,0,"@uberfacts orange: porridge, marriage, lozenge, courage, pwnage, ownage, iceage, hair singe, storage, old age, arrange"
2324,1,@deltrimental i came off pristiq in july last year. i still get brain zaps when tired. my genitals aren�t numb now tho - swings/roundabouts
2326,0,"5th year intern doesn't know the brand name for ciprofloxacin. answers back with, ""uh... levaquin.""  #fml #pharmacyproblems"
2327,1,so it seems that  if i take #venlafaxine in am i am drowsy all day. if i take in pm i don�t sleep well. go figure.  #day14
2329,1,why can't i sleep like a normal person. oh yeah because i suffer from insomnia and trazodone gives me headaches #suffering #reality
2330,1,"08.15 day 13 rivaroxaban diary. lower back ache, neck ache, hips and knees ache, short of breath, (am asthmatic) taken 2paracetamol, to bed."
2335,1,today was hard - arguing with a professional. was told seroquel doesn�t make you put on weight - i and my extra 20kg beg to differ.
2337,0,i sometimes eat this and pretend it's candy when it's actually not bec it's a lozenge :( oops http://t.co/eheigbmmln
2338,1,"@kierarampton it's called lamotrigine, i'm pretty sure the mix of them both is making me sick. i don't think bipolar &amp; add mix very well.."
2339,1,"rt @smbell1: the day after humira used to be a great one, full of energy, low pain. after a month, it is now a fatigue filled achy day. #rh�"
2341,1,"@me_hypnoticeyes count kum hai, can't avoid it being a nicotine addict. :/"
2342,1,5hrs sleep last night but stayed awake today. lethargic &amp; low still. in bed &amp; can feel myself going hot &amp; cold :(  #venlafaxine #day7
2344,0,"lester holt nbc just hyped a ""new drug"" for hot flashes; not a new drug, it is simply paroxetine rebranded. nbc needs new science editor!"
2345,0,"got a smooth e-hookah. tobacco and nicotine free. just pure water vapor and peach flavoring. mastered the hookah smoke o's, hell yes"
2346,1,@bilgeebiri oh robitussin dreams are notorious. although what will really turn 'em into a bunuel movie is cipro.
2347,1,a comprehensive and accurate list of trazodone side effects http://dld.bz/ww2q depression #antidepressant ocd insomnia
2350,1,@lk_gillan i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast
2352,1,"@basic_chunnel @bromethazine i'm pretty lucid in all my dreams, and the seroquel drowsiness carried over into the dream. lolol."
2353,0,sabril was found to cause blindness a few years ago #panorama
2354,1,sick of feeling tired. fed up of meds not working. loads to do today &amp; no freaking motivation or energy #venlafaxine #day9
2357,1,@ital_livity not getting any better here so dragging myself to gp. i'd rather be mad than comatose! hope ur doing ok #quetiapine
2358,0,@nevharvey now that i'm on a hefty dose of quetiapine i usually sleep no problem. yet the anxiety remains. a hangover from the days when...
2359,1,tonight i am taking my #venlafaxine in the evening in pursuit of better sleep and less tired daytimes. wish me luck.
2360,1,"@ashleylvivian if #avelox has hurt your liver, avoid tylenol always, as it further damages liver, eat grapefruit unless taking cardiac drugs"
2361,1,@sarapekow need to switch bc def allergic to cymbalta :(
2362,1,i can't decide if i should watch mind-numbing reality tv on netflix or abuse my prescription for trazodone and sleep for fifteen hours
2363,1,"i think i might be allergic to effexor. i just woke up feeling sick, meh."
2365,1,coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication
2372,1,mann i've been having the munchies all day eatin weird shxt ahaha my zyprexa gotta nigga tearin up food
2375,1,"my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else get that react?"
2380,0,dronedarone not recommended for patients with permanent #afib or for the sole purpose of rate control - anne gillis #ehraeuropace
2381,1,"me: why have i been sectioned, what psychotic symptoms do i have? psychiatrist: dancing.  i am now addicted to the antipsychotic olanzapine"
2382,0,two rakat nafl work more efficiently than sublingual fluoxetine.
2383,0,"@reditlhabi after holding for 2 hours on #cipc #cipro, the consultant just greeted, asked my problem and dropped the phone!!!!!!!!!!"
2384,1,anybody get involuntary facial spasms with prozac? mine is my right eye. does it go away or is time to try something else?
2386,1,@ruraldocmd please advise if you know of levaquin toxicity/adverse reactions. i am a 4+ year sufferer and chronic pain every day=can u help
2388,1,@bayerusnews sure is!  i no longer even own a car after being crippled by cipro (a bayer product!).  who needs a car when you can't walk!?
2390,1,"hmm, interesting. i may have been undergoing baclofen withdrawal hence the anxiety for the past few months� #hypochondria"
2393,1,seroquel aka wake up at 2:30 and waste half your day sleeping.
2395,1,oh... oh my hair is... definitely falling out. ._. i just noticed it starting tonight. google tells me other people on lamictal have this.
2396,1,"@river__tam olanzapine is amazing srsly, the dreams are immense, no addiction, its gorgeous, like brave new world soma to me"
2397,0,@shiftms @positiveaboutms question about sleeping probs at night. anyone else encountering this?baclofen perhaps? cheers x
2398,1,high off tramadol and venlafaxine in school omg help i'm falling asleep here
2399,1,(triggering) so... i'm taking quetiapine and tramadol pre-cutting. i'm allergic to tramadol...this should be interesting #selfharm
2400,0,"@illtreaturite1 fluox a friend 4 years, but switch to cymbalta 4 anti-depress/pain control. i ocd worry. can't stop running mind"
2401,1,"for anxiety to penetrate through my drowsy haze (a result of the triumvirate of fluoxetine, pregabalin, amoxicillin?) is pretty good going."
2403,1,extra quetiapine and two zopiclone still aren't helping me sleep. head full of broken biscuits at 4am with horrid intrusive thoughts
2404,1,vyvanse literally causes me to get like schizophrenia but i hear answers idk but i like it
2406,1,morning fluoxetine burp makes me want to ralph.
2408,1,"@sectioned_ anybody know anything about side effects of venlafaxine? come off 'em 6wks ago, still feeling awful. physical withdrawal awful"
2410,1,"@fox1985 cipro can permanently damage all tendons in the body.  if you enjoy being able to walk, you need to find a safer antibiotic!"
2412,0,rt @diabetes_bio: news: takeda type 2 diabetes therapies nesina alogliptin and fixeddose combinations kazano alogliptin and metformi... htt�
2413,1,@gusgreeper i can't believe how long it takes to be symptom free from this shit #paxil
2414,1,joints killing me now i have gone back up on the lamotrigine. sick of side effects. sick of meds. want my own self back. knackered today
2416,1,"@ouch_uk didnt know lamotrigine was addictive stopped as didnt think were helping @clusterheads 3 days of hell before realized, back on now"
2419,1,@doctorchristian is my memory really bad due to 900mg seroquel and 120mg cymbalta or the bipolar itself? i'm not remembering conversations
2420,1,@itsmecreezy i hate to hear that.  taking seroquel is like swallowing a sleeping pill when u wake up then trying to function normally
2421,0,@jimrome somebody get that man a lozenge. #smackoff
2422,0,@kyleecakes4 i was given like 5mg of abilify and i still do not recall the dosage of trazodone.
2423,0,my urologist today said that trazodone can cause priapism. which is an erection lasting 4 hours. i will never take that sleeping pill again
2424,0,@livaloo22 awwwww livalo so sweet &lt;3 you 2
2425,1,what idiot named it prozac instead of sadvil
2426,1,"can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine..."
2428,1,ciprofloxacin: how do you expect to sleep when your stomach is a cement mixer?
2430,1,i love when my #trazodone kicks in after i've forgotten i've taken it. groggy tweets commence.
2431,0,niggas try an smoke you just like nicotine
2432,0,"ssri birth injury drugs: celexa, effexor, lexapro, paxil, prozac, and zoloft. call now to speak with an attorney. 1.888.520.5202."
2433,0,"okay trazodone, work your magic."
2434,1,so the geodon is what made me so frickin hungry all the time cause i've eaten very little these past few days.
2435,0,lamotrigine may be of interest for both prevention and treatment of brain metastases of her2+ breast cancer.
2436,0,"@god_chef that's what i said last time, and the fucker gave me quetiapine!"
2437,1,"rt @aprilhunter: my philly dr prescribed me trazodone,1pill made me so fkn sick, couldnt move 2day.xtreme migraine, puke, shakes. any1else �"
2441,0,rt @johngrantjr24: bron bron needs a cepacol lozenge.  #coughcough
2442,0,not funny is running out of cigg no place to buy cause nicotine free day?
2443,1,has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil
2445,0,"@docwashburn i'm not trying to start any immature fight with you. but ask you to realize how dangerous ""medicine"" is. like ""cymbalta""."
2446,1,"@disabledmedic quetiapine perhaps gives most dramatic effect for single low dose. no, pts are not being lazy in bed 20 hours a day, asleep!"
2447,1,debating on taking a trazodone and literally passing out for the day.
2448,1,olanzapine is supposed to make you a fat bastard i got off lucky. lithium makes my hand shake. bipolar or schizo drugs.
2450,1,"@christal_l that's the problem with most of them - side effects. i was on paxil after my mom died and ""it"" stopped working. fuck that."
2451,1,11 hours sleep and still i feel tired and dizzy #venlafaxine #day10
2454,1,"i feel like a drug addict taking seroquel every night.. but oh well, great sleep beats no sleep. except the shitty feeling when you wake up"
2455,0,@deadfanclub @danadelany i have a penicillin/ keflex allergy so my dr writes me 10 days of zpack or i'd still be sick too! sometimes cipro
2456,1,"@ecrjones attempts at lamotrigine withdrawal, commuting by train every day and being back at work in a new role"
2457,1,"i shivering like mad , time to have nicotine . muahahhaha ."
2458,1,"apparently, baclofen greatly exacerbates the ""ad"" part of my adhd. average length of focus today: about 30 seconds."
2460,0,somebody pass the cymbalta
2461,1,nicotine is literally poison. but sometimes you gotta find out the hard way. #headache
2463,0,eat carrots then can only think until brunoise jullienne batonnet small dice lozenge chiffonade... lolwts.  life of a culinary student ??
2464,1,i wish everyone i loved wasn't addicted to nicotine.
2465,0,i'm the lozenge that gotham deserves... (read in batman voice.)
2466,0,i need a throat lozenge. ?
2467,1,"@oiseucalypt i was on muscle relaxant baclofen for two weeks, then 2 months trying to rid myself of it. 11 days in without and no sleep. :/"
2469,0,rt @15stephen15: #todolist 1-finish throat lozenge. 2-record here's the thing for @nickbonsantosho. 3-invent renewable energy source using �
2470,1,@edaemus @waynehatesfruit oh that was only last night when i was delirious on quetiapine - you took advantage of the situation.
2471,0,i feel so pill-ill again - decided to seriously cut down to just weekly enbrel and metho alongside daily nsaids #rheum.
2472,1,tearful this morning. desperately poor nights sleep. utterly fucked up by withdrawing so quickly from lamotrigine
2475,0,is anyone on an antipsychotic they can actually tolerate? i can tolerate a low dose of olanzapine 7.5mg
2476,0,stop taking trazodone and call your doctor at once if you have a penis erection that is painful or lasts 6 hours or longer.my sleeping pills
2477,1,i eat my trazodone and go to bed; wake up in the morning with holes in my head
2478,0,@mookpixie  apparently  duloxetine is one of the more expensive drugs but i'm sure does not suit everyone
2479,1,13.24 day 15 rivaroxaban diary. atrocious backache despite having taken paracetamol an hour ago. gone back to bed.
2480,0,"@autumnuh_beee i was on celexa, which made me sleepy. i switched to effexor. it has norepinephrine in it, so it jump starts me in the mornin"
2481,0,@showbizmom48 mri showed lesions in my noggin :s got to have eeg to see if its ms or humira doing it.so more tests n messing about lolxx
2482,0,"rt @awesomereview: side effect of dabigatran, bleeding where?"
2483,0,"rt @swog: #s1202 ph iii study now open at 38 sites, w more every day: duloxetine for ai-induced pain in #breastcancer #swogonc http://t.co/�"
2484,0,watching commercial for humira. sounds like worse medication ever. i'd rather have arthritis than cancer #notworthit
2485,1,seriously if you are getting off cymbalta tape alot if movies i was up till 4 and feel and look like a zombie just to tired to growl !!!
2488,0,@got_drums if i were to find you at paxil would you let me stroke your beard? #beingacreep
2489,1,after taking olanzapine i wake up and feel like i am in a straight jacket because my muscles feel stiff
2491,0,rt @jeremyvvw: there are other drugs in development. large randomized study of memantine under way for core symptoms. #autismchat
2492,1,"narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps"
2495,0,you don't know insomnia until you take 2 seroquel and work out at 3am.
2496,1,"trazodone is fun because you get high, slowly fade into sleep, then wake up drunk as hell."
2498,1,"anemia, hormones, depression &amp; paxil are totally getting the best of me this morning. getting out of bed is haaard."
2499,1,how anyone can say there is no withdrawal from prozac withdrawal is beyond me.  their answer is to go back on it and up the dose.
2500,1,"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"
2502,0,@joesimpson475 @major___tom in my humble opinion the only reason for prescribing olanzapine is sedation.
2503,1,"holy shit, that trazodone actually knocked me the fuck out and took me for a ride"
2504,1,"@enlightenmentor umm, are you being a smart-ass? dont mess with me right now. going through cymbalta withdrawal i think &amp; im very depressed."
2505,0,@fyrechief #cillaxin? is that a new medicine of some kind? like amoxicillin? or ciprofloxacin? ;-)
2506,1,"@lulubot75 yeah,it can be caused by swelling from around a nerve from ra,but the effexor causes shaking like ur cold(shivering)"
2508,1,@elizabethaf not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;
2510,1,"so while i'm letting the thoughts of lamictal/fatal rashes/tonsillectomy/spinal tap settle, i'm going to go rescue a budgie."
2511,0,kiss a nigga taste that nicotine
2512,1,@dopamine_diva q makes me hungry. olanzapine made me want to eat my own arm!
2514,0,4am and the quetiapine has failed to sedate me #bipolar #insomnia
2515,0,goodbye #methotrexate. hello #humira. i'm beginning to feel like a bloody chemical factory.. and a pin cushion.
2516,1,#eds friends! anybody taken #cipro? (antibiotic) complications?? big side effect is tendon rupture...figured my dr would know better?
2517,1,@noeleen3talk my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be
2519,1,the drugs don't work!!! from fit to hobbling in a few days. off the pills but may need wks to recover &amp; be prone to ruptures #ciprofloxacin
2521,0,"@motherofhades that may change of course when my ativan and lamictal kicks in this morning....nah, probably not"
2522,0,"so.. the humira commercial said ""i went to my dermatologists &amp; she assigned me humira."" i said ""y didn't she give it 2 u in the 1st place?"""
2523,0,@textsurgery paxil? more like paxchill. 8)
2524,1,i need vyvanse ugh i ran out and now i've been eating all day and i feel weird without it
2526,1,i low carb but have just eaten my body weight in freakin carbs! i only hope the carb cravings are because i�m coming off the #venlafaxine
2527,0,thankfully i can come off my lamictal in 3 days. tapering isn't as slow is titration
2528,1,"toothache. discovered that somewhere in the paracetamol, codeine, sertraline #quetiapine combination there is a bad mix. #hallucinating"
2529,1,"trazodone isn't working. can't take seroquel at 430 am or i won't wake up until after 2 pm. stuck, painfully awake."
2530,1,feel crap every morning. wake up after another restless night and just want to cry. #venlafaxine #day16
2532,1,@iamcarrieeeeee coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat
2534,1,anyone have nerve damage symptoms (ms like) from enbrel or humira? #rheum
2536,0,@yb_nl: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.
2537,1,the nicotine in chewing tobacco is a deadly poison and it kills your taste buds.
2539,1,i think it's bad i'm consistently in bed by 9 and asleep by 9:15. #trazodone
2540,1,ooooop. anyone know if amoxicillin and pregabalin have an interaction? never had one with fluoxetine and losartan... so dizzy!
2542,0,i need to grow up. and i need my paroxetine. and i need to go order prints what is my problem (money. money is my problem)
2543,0,sounds like pradaxa review sets new precedent for pbs listing: new drugs won't be listed if old ones (like warfarin) being used suboptimally
2544,0,"@katgamer i ran out of metoprolol back in 2005. in 2 days, i could not take anything more than 6 inch steps with rest after every other one."
2545,1,"@gastromom the only pt of mine who ever died was one age 21 profound autism chronic underwt &amp; gi issues, given lots of cipro. terrible"
2546,0,"anyone ever taken quetiapine? i've been on it for a week, not too sure how i feel about it yet. anyone want to share their experience?"
2547,0,@_nmay thanks for posting this! have often wondered about new oacs like dabigatran and bleeding crises.
2548,1,weird thing about paxil: feeling fully awake and energized and feeling completely tired and half-asleep at the same time.
2550,1,@santypas @scrabalisios i'm taking 700mg pregablin and 60 mg duloxetine hence why i'm totally mashed
2551,1,feels dreadful - how do u over come a #virus when on #humira? gp gave antibiotics to help me out' but it's #viral!! making #lung pain worse
2552,0,"tomorrow, sending mummers her mother's day postcard and finally picking up my trazodone."
2553,1,"@bella_astre quetiapine made me eat all the sweets, the sour ones seem to help with the dry mouth"
2554,1,quetiapine - i slept!! weirdo dreams and very drowsy this morning but i slept!!!
2556,1,pt of mine died from cipro rt @ciproispoison: @gastromom if only more doctors thought like you! i lost my entire life to 12 cipro pills
2557,1,over-eaten again just before bed. stuffed. good chance i will choke on my own vomit during sleep. i blame #olanzapine #timetochange #bipolar
2558,0,"rejection hurts, cymbalta can help http://t.co/wzwddt6hyc"
2559,1,paxil made me suicidally depressed to the point where a voice screamed inside my brain about my own worthlessness
2562,0,"well you better go get your depressed ass to that store and get you some cymbalta ""@gayass_kathy: how i feel http://t.co/9yfea2otmj"""
2563,0,go mario! :) rt @mariomc_snake: 1 week strong nicotine free...
2564,1,"@ftamalenus i keep telling myself 8 am, but i think the trazodone fucks it up. :( it knocks me right out and won't let me wake up."
2566,1,venlafaxine makes me feel  so nauseas hahahaha oh god i'm going to chunder in my geography lesson help
2568,1,plus this antibiotic is making me stupid and clumsy. cipro is evil but the fever is gone.
2570,1,@lucilleparr i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha
2572,0,@supernannykenz i pray you can stay off too! hoping to back off my dose some when the enbrel works :) to run ahhhhh would be dreamy.
2573,0,"@llamaprincess_x i've been taking effexor, and it's been working for me. maybe ask your parents to try something else?"
2574,1,no one likes me on my vyvanse #toochill #zombiemode
2576,0,things no 19 year old should be excited about except i am: finally starting enbril!
2577,0,rt @analyticalanna: @lizzybizzylou not the cough suppressant ones. it should just be a throat lozenge made only of pectin. feel better soon�
2578,1,how do u do it? u got me losing every breath. what did u give me to make my heart beat out my chest? #vyvanse
2580,0,the weather is on prozac now? rt @pwp_weather dry weather expected in the country. temperatures would start to rise. depression weakens
2581,1,"@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro"
2585,0,"@powerrosssorkin @madmoneyoncnbc @cnnmoney #risperdal, #levaquin, the hips, now knees too, exelon, sec in greece et al gorsky is a nightmare"
2586,1,#tysabri  really takes it out on me. spent most of the day sleeping.
2588,0,fun facts: do you know what medications are 4 bipolar depression? currently #fda approve combo of #olanzapine &amp; #fluoxetine
2589,1,@burberrywife lamictal has a black box warning for rash? and they titrate you slowly. no side effects at all for me.  bad migraine today.
