,type,tweet
160,1,"13.08 day 13 rivaroxaban diary.  pracetamol has taken away most of the aches, but still have lower back ache and weak knees."
2030,1,"trying to distract with masterchef, twitter, texting &amp; candy crush but i?m anxious &amp; have stomach &amp; head pain #venlafaxine #withdrawal"
757,0,@abdulhabiba hope u are fine now. just finished taking mine also last month. cipro tab and d rest... so i dnt need them again.
475,1,day 4: the initial lamotrigine lethargy kicked in the day before exams. i tell myself that possible failure is better than possible death.
1977,0,i need a few trazodone and a good nights sleep. see you guys. i really hope i wake up to storyline. *grins*
351,1,#schizophrenia #seroquel #sideeffects uncontrollable tremors in hands and legs. body would rock all the time. restlessness. desperation.
299,1,rt @ocserena: @drdrewhowlong does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.
2,0,"@stilgarg i'm ok ty have an official diagnosis of bipolar now, feeling ok at the moment lamotrigine has been increased having monotherapy:/"
1355,0,i want to breath in nicotine
1588,1,@hello_nacho @tobiasampersand lexapro gave me the worst mixed episodes. i have some instability with pristiq but i can manage it ok.
1948,1,"trazodone hangovers are the worst, though. sigh"
1508,0,i force feed my followers lithium and paxil.
1500,0,kanye needs the strongest dose of paxil or celexa that can be prescribed
1042,1,"only one day in and mirtazapine is like fluoxetine all over again, it just makes me so tiered"
716,0,rt @fda_drug_info: #fda drug safety communication: fda is investigating two  deaths following injection of #zyprexa relprevv http://t.co/xr?
239,1,this seroquel got me lo0o0py as helll.  this status took me at least thirty minutes to type i keep waking up without knowing i feel asleep
396,1,&amp; i'm about to be sick af tomorrow because i ran out of paxil #withdrawal
2039,1,@fergaroo thanks :) i so wanted venlafaxine to work cos at least it didn?t increase my appetite like citalopram did.
534,1,"i've had no appetite since i started on prozac, i guess that's a good thing"
99,0,@doctorchristian i think some people will try anything sometimes! i have with my severe psoriasis!finally awaiting humira injection anydayx
1305,0,the men's warehouse guy needs a throat lozenge.
1135,0,"humira is kicking in again which is nice but that also means i'm moving towards my next injection...""as"" the joy of joys, still smiling."
1230,1,bloody dreadful nights sleep= joint pain. combination of sitting all day in training and full therapeutic dose of lamotrigine
63,1,"@kkarkatvantas1 (( when i used to take trazodone to sleep, people would make me stay up after i took it so they could watch me be high ))"
345,1,@epilepsysociety i have a q..i am taking lamotrigine and wondered if anyone else has had insomnia as a side effect?and what to do about it
1534,0,"rt @epicureandeal: ""the diagnosis of depression didn?t become popular in japan until glaxo-smithklein got approval to market paxil in the c?"
1644,0,@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.
1110,0,@twitterrific @geodon how long until an updated mac version? i need my muffle!
782,0,"rt @joshuagates: tip: my 5 item health kit for distant lands: cipro (gut), z pak (chest), pepto (stomach), purell (germs), advil (hangovers?"
101,1,"had 2 quit job: tendons in lots of pain,  almost ruptured, hands barely usable now. damned cipro."
1838,1,the seroquel is definitely causing this restlessness i'm experiencing #jitters
502,1,time for my commute. wondering if i'm going to cope with this everyday. it's like wading through treacle getting up so early on olanzapine
1263,0,@srrezaie repaglinide still necessitates dose reduction in advanced renal disease. linagliptin does not.
1281,0,throat numbing lozenge for the win
968,1,@darko_marco i've no probs with porn other than the fact that i've gained 80 pounds on effexor and no one needs to see that ;-)
1468,0,rt @thejournalofmed: news: nice recommend olanzapine as an effective treatment for murray mania. #wimbledon2013
2154,1,adderall makes me vomit and vyvanse gives me migraines.. the struggle
1097,1,@znb_maqbool sweaty fluoxetine addict
785,0,the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?
1277,0,rt @davidfbagley: only you can prevent child molestaion. rt @robdelaney: @lapd a man with a ponytail just offered my son a lozenge
1200,1,developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems
1424,1,my battle continues with olanzapine weight gain with a bowl of porridge and a 9am bootcamp #iwillwin
680,1,alright time to find out if a shit ton of vyvanse and not sleeping for 2 days can get a trimester worth of homework done for 2 classes
1768,1,21.36 day 9 rivaroxaban diary. particularly bad lower back ache had not eased by 14.00 so went to bed. much better when i woke at 19.00.
2107,1,@drdrewhln @drdrew #zimmerman was removed from vyvanse for mood swings before he was put on adderall see med report: http://t.co/g5dxrjkpr5
1163,0,"ugh..after 4 doses of humira i thought my #ra would feel a lil better. no such luck yet. waiting on the day to be a ""normal"" mom."
2239,1,"@anyssiakaissa depakote made me feel flat, but helps many. zyprexa can cause weight gain, so be very careful. i can't tolerate it."
1769,1,18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees
1616,0,reason 2 prepare risotto milanese rt @foodiefollows: saffron has antidepressant effects like prozac - increases serotonin 2 brain #cooking
1694,0,"i'm super trillz and u kno dat aaaaand dat pussy throwback, and any given night i can still pop that ass like a prozac"
960,1,"out of pills, feeling like a train wreck #tweaking #effexor"
1012,0,@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana
576,1,"05.00 day 17 rivaroxaban diary. woken up by pain in neck, hips and legs."
695,1,am i the only one that grinds the shit out of their teeth on vyvanse? #cantbetheonlyone #icouldstudyforfinalsidonthave
677,0,"not taking vyvanse after 3 weeks of taking it is like waking up in a katy perry video. cotton candy, fireworks, sunshine &amp; whipcream evrywhr"
1875,1,"@jessovenden no more ssri?s for me. they kept giving me manic reactions, usually angry. the seroquel has me feeling too tired. it?s brutal"
523,1,i've been on paxil for 10 years for depression/anxiety and at first it used to help but i guess i've built up tolerance and i come too fast.
707,1,i haven't slept in 2 days due to #vyvanse
988,1,well my effexor kinda did its job to keep my anxiety under control.... but now to get my heart rate down..... ugh
746,0,rt @bizjournalism: rt @propublica: 17 of the top 20 prescribers of blood pressure drug bystolic received speaking fees from its maker. http?
1638,0,"bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.""#did u know#"
349,1,feeling better and much less anxious (i could actually talk to people yesterday) but the fluoxetine makes me sooooo sleepy...
1112,1,@kathrynfoucha remicade was my last treatment before humira and i really loved it. then i started having a reaction from it multiple times
173,1,"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
1440,0,"@barmybelle i was put on fluoxetine a few weeks ago by gp. seen new psych on monday and he is mixing it with olanzapine, as he said they are"
810,1,cymbalta tore up our stress incontinence agreement first!  it?s like niagara falls when i cough.
129,1,"gotta find an alternative to vyvanse, asap. i'd rather be sleepy &amp; happy, than alert &amp; depressed!"
1359,0,smokin' loud sippin' lean..thee nigs square nicotine ..irene n a zip o lean. loud made me cough i need medascene @kingl
1886,0,@novemberrain_8 yeh you're right about that! seroquel is the absolute worst out there.
60,0,@rnaianalyst @theflynews sad but over aggressive marketing of juxtapid will probably make it more difficult for true hofh to get covered
2017,1,seem to be feeling a bit better. disturbed sleep is a problem though. #venlafaxine #day15
455,1,"you know starting with geodon, the meds messed up my attitude. how odd. it's not just about spirituality. i became a bit mean. that got"
2110,1,don't ever take a vyvanse and drink an energy drink. your heart will explode
1590,1,@harrydfish @deltrimental joe is on pristiq and he gets weird brain zap / twitch things too.
1808,0,daily saphris time
1161,1,god humira shots blow so bad... #painful #crohnssucks
68,1,"almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."
1745,1,damn you quetiapine side effect. was quite enjoying being able to sleep at night
1121,0,@dani_deeh thanks (: i no longer have to do both injections. i get to drop humira (for crohns) but keep copaxone for ms.
991,1,"fuck you, effexor. dilated pupils and blurry vision and nausea and headaches? this is awful!"
309,1,@clarketacular fanapt was the only thing that calmed her rages but comes with tremors.   i'm so sorry :(
1158,0,if you take humira it will get rid of you red patches but its gonna give you about 4 different cancers. commercials always confuse me..
1312,0,"@codysimpson drink herbal tea, hot lemon water or take a ""voice lozenge"" (it clears ur throat and relaxes ur vocal cords, i use them myself)"
1473,1,"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros.."
2085,0,read some shit that would normally ruin my day but instead this vyvanse is keeping me in good ass spirits #idgaf
1720,0,@geordieclaire @barmybelle i'm on 2x 300mg of quetiapine xl. i don't think they do 600mg pills. all versions i've had have been big
39,1,@coolpharmgreg i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww
875,1,this higher dose of #cymbalta is making me extremely tired and anxious. is this normal?
1760,1,quetiapine side affects are increased appetite and cravings. it all makes sense. ??????
89,1,i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
654,1,"@leigh_clay i feel for you, i had the sane experience of disturbed sleep &amp; bad dreams on venlafaxine xx"
773,1,day 11 of #rwrunstreak completed. 1.32 miles of walking. can't run even if i could because of cipro. also day 4 of mostly raw was good.
2042,1,#twothingsthatdontmixwell venlafaxine and alcohol- you'll cry and throw chairs at your mom's bbq.
1185,0,"virginia valentine loves glp-1! #invokana sglt-2 inhibitor good a1c reduction, weight loss, yeast infections not a concern #dttcoyd"
948,1,"@aaronm effexor was a boner killer, absolutely. welbutrin goes the other way."
2225,0,brief-bayer says new data affirm effectiveness of xarelto as therapy for dvt
62,1,@hello_nacho @tobiasampersand lexapro gave me the worst mixed episodes. i have some instability with pristiq but i can manage it ok.
1708,1,"@any1mouse jus gt bck myself, hes put me on citalopram in addition 2 the quetiapine! im a bit worried as citalopram has made me manic before"
1410,1,@aquafare the only things i know i'm allergic to are sulfa drugs and ciprofloxacin.
787,1,@dougbremner i wish i'd have found your article sooner! i was crippled by cipro in oct of '09. prescribed for a uti &amp; it didn't even help.
1471,1,"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros.."
128,1,"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
835,1,you woukd think going off of cymbalta would make me less tired...but nope...-_-
137,1,i'm high af on vyvanse.
1248,1,"i think the lamotrigine is finally doing what it's supposed to; which is not make me sick, but keep my moods stable :) yaay &lt;3"
1996,0,"drove to hospital for #tysabri in blue. left early (london traffic), only took 20 mins! blue badge space next to entrance. #winning #fuckms"
1728,1,people taking #quetiapine - does this need to sleep 24/7 go eventually? cos this is not sustainable beyond the short term.
1711,1,"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."
1145,0,"@skrdad it's all about the long view, right? humira has side effects for a few days, but totally worth it!"
2242,1,that zyprexa really makes your vocal chords marvelous only it makes you gain so much weight
1723,1,"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die."
1523,0,"now i'm on klonopin and abilify with my paxil, hoping these work. also have a case worker to start me on social security."
1211,1,lamictal withdrawal update:  starving!
1049,0,this tastes like liquid fluoxetine tastes but i'm pretty sure if i drink it quick it'll taste better http://t.co/ahdxknalrr
592,1,just took seroquel. now i'm freaking out that i will end up sleeping 15 hrs and miss my 12pm appt tomorrow
586,1,well i didn't gain 18 kg in 24 hrs. seroquel gained it for me over 8 months. ffffffffffuuuuuuu
2160,0,having to decide between taking a vyvanse and going to drink early is such a difficult decision. #responsibilities
2032,1,"@twistedwillow @samambreen apologies if gatecrashing. i was like walking dead when first started venlafaxine, much better now dose stable"
713,1,@stacymadern thats the prob with zyprexa its for ppl with bi-polar or schizophrenia its really strong when you wake up your drowsy for 6 hrs
1089,1,@tysonstown when i was on fluoxetine i was dead from the waist down. even frankenstein couldn't have helped...
1750,1,"@cheer_bear13 quetiapine knocked me sidewards for a week then i suddenly woke up activated. then relapsed, upped dose, activated &amp; so on"
911,1,i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....
1793,1,"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn"
1287,0,anybody have a throat lozenge that they can email me real quick?
107,1,i've been sleeping most of my day away thanks to my humira shot. some days i feel like just giving up. #sick&amp;tired
573,1,03.25 day 13 rivaroxaban diary. neck ache and right shoulder ache. lower back pain.
920,1,@drdrew i recently stopped taking effexor 225 what can i do to ease my withdrawls?i feel miserable right now and very angry.please any ideas
493,1,@boatsnkrose they are on to you. poppin' metoprolol and she sweatin'.
936,1,"@johncheese i hated effexor. it makes you hungry, dizzy, and lethargic. that culminated in a large weight gain for me."
748,0,"cipro tablets are present inward 100 mg, 250 mg, 500 mg, 750 mg baton 1000 mg.:"
155,1,my house smells of bacon &amp; seroquel is making me so hungry i want to tear my own face off &amp; eat it or cry or maybe both at once.
887,0,"@_d_i_a_s_ you're starting to sound like a cymbalta commercial, lighten up!"
374,1,just had a marathon sleep past 24hrs on new dose of #duloxetine -hope my liver will be ok on it.woke with stressy tummy pains. #sideeffects
1177,1,"@kirkby007 if u r on #humira and have respiratory probs - see ur doc.  that;s how it all started of me.  be well.  nice chatting,"
2038,1,"@mondaysmomma it's ok, i guess it's just a case of trial and error with antidepressants. coming off venlafaxine has been so nasty :("
1897,0,i took my seroquel over an hour ago hoping it'd make me fall asleep but i'm still up
1738,1,@bipolarblogger i hate quetiapine. i was so relieved to come off it and stop feeling like a zombie.
1100,0,"if you or a loved one has experienced severe side effects from the use of fosamax, contact us toll free. 1.888.520.5202. habla espanol."
691,1,i lost 17 pounds on vyvanse &amp; that's why life is wonderful
1311,0,rt @lisadevlin39: @radioheadlyrics 'i won't be around...when you really need me.' lozenge of love - one of my favorite #radiohead songs.
1742,1,this quetiapine isn't working damnit!!!! does make me hungry at night though... *sigh*
318,1,@obsidianvormund @glass1ncision sorry for jumping in. trying to get up for work after night seroquel is a nightmare!
1203,1,are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?
1811,0,do u know what medications are r for bipolar depression? currently #fda approved #quetiapine aka seroquel
2125,0,oh vyvanse how i missed you and your productivity......#dontjudgeme
117,1,"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"
134,1,why not to take vyvanse late in the day: i just cleaned my entire kitchen. it's 3am. #addproblems @vyvanseswag
290,1,"the difference between 'just tired' and 'tired &amp; in a fog' is amazing.  so happy to be done taking levaquin, that stuff is way too strong"
50,1,vyvanse makes me having the sleeping schedule of a vampire.
611,1,@psychiatrysho partly true but olanzapine is the worst ever for inducing carb cravings for some unfortunate ppl serequel and clozaril a 2nd
1193,1,does anyone happen to know if lamictal causes you to feel hot? @liberonetwork @_sabiiiiii #cantstopsweating
969,0,@neografe @etpc1 i had those really bad when i quit taking effexor
711,0,"it's about to be a lovely vyvanse night, too bad i ate"
995,0,rt @renegadedrum: can you say plant-based computing &amp; super-effient room-temp processors? bbc news - plants 'do maths' http://t.co/r4oko7h3?
472,1,"@msbecker that's what u used to take that has wt loss as a side ""benefit"". tell  ur dr fuck abilify, i want me some lamictal."
828,1,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide"
719,1,@njmanura zyprexa had me sleep walking!!!
977,1,"@oscli you want bad withdrawl, effexor had that..evil stuff for me...never again. i strongly believe it caused some memory damage for me. :("
1812,1,slept 11 hours last night on seroquel o.o
1722,1,"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die."
2202,0,really could use a vyvanse right about now. fuck summer classes
2236,0,rt @latimeshealth: fda investigating unexplained deaths of two patients who got injections of the antipsychotic medication zyprexa: http://?
380,1,meds paranoia cos my leg is itching #lamictal #bipolar
499,1,going to bed with a nicotine patch on... i really hope i don't have a nightmare.......
1195,0,@lainey_vb131 ohh yeah i'm pretty sure it's the lamictal ugh! curse the day i ever quit this stuff
571,1,01.10 day 13 rivaroxaban diary. headache over right side of head; lower back pain. wrote letter to my gp &amp; his colleague outlining problems
2222,0,this xarelto commercial just implied that warfarin keeps you from eating healthy foods.
797,0,"@echo_jewel it wasn't reacting to bactrim, so stopped in middle of that and doctor switched me to cipro, which i finished totally."
452,0,i think i should take a tablet of gnc burn 60 and go off for my late night jogging. chronic fatigue sydrome sucks. fluoxetine didn't help.
319,1,"@dani_deeh  nope, i tested positive for jcv.?????? ????????jcv &amp; tysabri = permanent brain damage or sudden death."
142,1,"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"
363,1,@arzbrocki nawh bactrim. cipro made me sick once.
1615,0,"a local pharmacist reported 80% of prescriptions were for anti-depressants. more laughter, less prozac! share an attitude of gratitude!"
1076,0,"@cat_whitney fluoxetine is one of the ssris, correct? a dose adjustment on an ssri usually takes more than one day for its medicinal"
144,1,"09.26 day 12 rivaroxaban diary:  headache, right shoulder and neck ache, lower back pain, weak knees, limping when walking.taken paracetamol"
1478,0,"$bmy rt @andybiotech: $azn ceo: results of savor study lookin at potential cv benefits of #diabetes drug onglyza due ""in the next few days"""
2020,1,"@calyxxx same with venlafaxine, 1 user i spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time"
1785,1,"20.05 day 16 rivaroxaban diary. intense back and knee pain most of day;  taken more paracetamol. had to shop, walking painful."
1008,0,@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana
1498,0,"@chrisschnapp chemically, illnesses like these are of the brain itself. behavioral medication like zoloft, paxil, etc exist for this reason."
1557,1,i used to be on paxil but that made me more depressed and prozac made me angry
1228,0,"@bpdprincessx it is but i dont know if its due to the lamotrigine, baby brain, dissociation or just forgetfulness, its concerning. xx"
1542,1,"@silkwould smh. lmao paxil was my first, i just stopped effexor (the headaches were a nightmare)"
1980,0,best dream ever last night. thank you trazodone.
466,1,scared of my #humira. keep feeling like i'm having a heart attack or panic attack. anyone else have these problems? #crohns #ra #help
962,1,"@jonny_wags @hey_jeffrey realtalk: until i started taking wellbutrin, effexor robbed me of the ability to cum"
1205,1,@ikimlowe my son has been on lamictal for 3 yrs n broke out in a rash when he 1st was put on it. luckily after going to er it was not the sj
830,1,"cymbalta is legal, an antidepressant.....side effects: nausea, dry mouth, constipation, diarrhea, fatigue, &amp; thoughts of suicide"
252,1,"04.46 day 23 rivaroxaban diary. much better than yesterday. still neck, back, hip, and leg aches but not so intense."
1763,1,"since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie component to dla."
390,1,"20s 8th day with #effexor still experiencing some side effects (drowsiness,sleepiness,gi effects). moderate improvement in mood #depression"
1803,1,"i reckon i have drug-induced oedema causing musculo-skeletal pain. likely drug combination: rivaroxaban, losartan, and simvastatin."
1937,1,@stinkings @evilbadgerette trazodone was evil. turned you all flat :(
513,1,"@archangelolill isn't zyprexa also called olanzapine, if so ppl need to be careful of side effects &amp;addiction, can do more harm than good"
444,1,"@doctorchristian can reducing fluoxetine zap me of all energy?i've reduced from a high dose, now on standard does &amp; not feeling good at all."
1041,0,@skinny_the_minx i'm on fluoxetine. hm :( hope you feel better soon lovely!! have you got quite a stressful job? x
1637,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.?lmao!
1809,1,@mhchat hopefully i would love to chat or talk by skype with you and your team. i am on 1 med saphris. i lost 10 pounds 2 months ago.
567,1,@cheer_bear13 am on 300mg quetiapine. mainly tiredness it causes with me.
767,1,"this cipro is totally ""killing""  my tummy .. hiks.."
1532,1,i hate nightmares! #scary #gayboyproblems #paxil
1367,0,"apparently i'm sexually attracted to women who smoke. well played, nicotine-free brain."
1347,0,outcomes of medical emergencies on commercial airline flights ? nejm- snuff or oral tobacco products can substitute in nicotine withdrawal.
2186,0,rt @kati_dupree843: vyvanse really is a life saver right now #nannyprobs
1505,1,@nickysangelbaby oy.. i'm allergic to paxil. makes me physically puke didn't understand why. i see a psych. i'm on 100mg of zoloft.
104,1,@onemoremum did i read in a blog post that you took venlafaxine? i am on 300mg and if i forget it for one day i can barely function the next
215,1,takin anbien &amp;seroquel for bad insomnia gives u messed up dreams doc saids its normal
1435,1,gave in wholeheartedly today to my olanzapine munchies. had already had an ice cream and milkshake before this :-0 http://t.co/mrzznwzwrl
1423,1,rocephin  ciprofloxacin = me barely able to stay awake
1604,0,@atlangela lolol!!!  mine is 6 and i can't imagine that long in the car with her.  without lots of prozac and sedatives.
84,1,"21.55 rivaroxaban diary day 8. aches easing, back pain easing. swollen lower legs like fluid retention. i take 20mg. furosemide every a.m."
1180,1,my choice was more #surgery on 6-ft small bowel or #biologics like #humira.  now #chemo is my only hope 2 treat #lung side effect. #crohns
72,1,i'm always irritated on vyvanse because people can't think as fast as i can. it's like every conversation is with someone at a nursing home
1382,0,@treyzazzle bruh i got the plug on 21 mg nicotine patches
1909,1,"@dearabbygail yeah, ambien is also addictive, so short term is the goal. ask about seroquel? tell the doc about all the health stuffs though"
263,0,"*the fifth bottle paxil...her notes ""antidepressant, good daily medication, especially going out in public"" she take one immediately.*"
270,1,i didn't expect that going off of paxil would make me want to look at my farrah fawcett poster quite so much.
2013,0,"sliding down the surface of things. keep the venlafaxine, i'm done."
1715,1,just woke up. since i started on the higher dose of quetiapine i'm sleeping even more &amp; i feel knackered when i wake.
392,1,@holeri81 crippled since oct of '09 thanks to just 12 cipro pills here...run for your life! tendon rupture is only the tip of the iceberg.
2183,1,vyvanse makes me think too much ?
1467,0,@ithl123 - you really need to have @brandonhilton for your legends panel. do the research on youtube #slay #blueprint #olanzapine #floptacle
1247,1,"oh, and i forgot that with lamotrigine come awful night terrors. i woke up no fewer than five times screaming and sweaty. #lol"
1892,1,80.sevenkg. not good at all. seroquel will do it's best to make those numbers bigger so now i have to really watch what i eat.
1701,0,"she (gf) wouldn't shut up, arguing, i just wanted to sleep, i didn't think it would be lethal.  took 9000mg quetiapine  etoh  suuuurrre."
1893,1,"conclusion: my psychiatrist is not very attentive and i should be on seroquel, not benzos and the maniatriggering lamitol. #ugh"
1165,1,@ayegraybay i know?wishful thinking. my humira shot doesn't even work for me anymore and when it does i get so sick.
737,1,"@neph0079@positiveaboutms i take baclofen ""can't sleep! want to sleep!"" help!"
551,1,"took a quetiapine it's been a while and i'm ready for bed, so tiiiiired"
1779,1,"rivaroxaban diary ctd , neck and should ache, lower back pain and knee ache."
2137,1,thank god for vyvanse #addicted
92,1,"too tired to function right now, thanks humira. #naptime ??????"
527,1,"promise, brownies honor i'm not stupid, i have been forgetting everything lately #paxil"
924,1,day five of no effexor. i am guessing this is what it feels like when you come off heroin...  #discontinuation
2064,1,"i just have to remember that what i'm feeling is the withdrawal from the venlafaxine. when my meds come, i will get better."
582,1,i don't like taking seroquel at night. makes me crabby the whole time the following day. something about feeling sluggish and groggy. aargh.
1330,0,"tomorrow's exam : amlodipine, lercardipine, nifedipine, diltiazem, atenolol, metoprolol, bisoprolol... i give up.. #copyandpaste #impossible"
91,1,"too tired to function right now, thanks humira. #naptime ??????"
465,1,i don't want to take my humira at all the pain is always unbearable and i don't wanna
1323,0,"ffs, what does a boy have to do to get internet and find a damn throat lozenge?"
2169,0,@buckyisotope i usually just take about 100mg of vyvanse and see where the winds of #comedy take me. but thx man i hope all of your dreams c
1458,1,@fergusonelaine @psychiatrysho recent spell in hospital and olanzapine sloth/weight gain
613,1,"i stopped taking my seroquel because i hate it. i can barely function on it, hopefully my cpn &amp; psychiatrist can advise a 'nicer' med."
2086,0,okay my vyvanse has completely worn off. time to put up the books.
87,1,"my effexor has left me with the inability to cry. i was dry eyed watching ""into the wild"" and even one of those sarah mclachlan commercials"
1026,0,sandoz has sued roche-amgen for their 'submarine' patents on enbrel that expire after april 2029. one of  counts is 'laches in prosecution'
1829,1,my seroquel this morning got me lethargic
1176,1,no pain is worse than humira. not even arthritis. lmfao.
406,1,baclofen gives me a head high but it makes me feel like throwing up after. ugh. #thestruggle
378,1,"#seb2013 fluoxetine - prosac - reduces anxiety in humans, but it also reduces libido and causes lethargy"
902,0,rt @boehringer: #press: organising your #isth2013 diary? oral presentation on measurement of #dabigatran plasma concentration eposter 4.53-?
1221,1,"@ecrjones coming off lamotrigine has been as bad as going up on it. poorly tummy, tiredness, feeling disconnected"
1209,1,lamictal nap ft. 2 cups of caffeinated coffee
1490,0,#fda approves noven's brisdelle (paroxetine) for hot flashes associated with menopause
2037,0,@louisnewbery i started reducing my venlafaxine last week. the lower dose is just starting to take effect. another 5 weeks to go - at least!
1515,1,"when i was taking a full dose of #paxil, i didn't even realize that sleeping 12 hours a night, then falling asleep every day, wasn't normal."
2128,0,it's so sad but i can't function without my vyvanse.
972,1,struggling with effexor withdrawal. worse than any symptoms i was taking the drug for.stay away from this!!! http://t.co/m5r2qtt9np
670,1,this night of no sleep is brought to you by vyvanse. ?
260,1,feels like one of those 5-cup #coffee days - but wait: i'm weaning off #seroquel. aha!
2198,1,vyvanse at 7pm probably wasn't a great idea.. i can't sleeeep -__-
1873,1,"seroquel is causing more gaps in memory, i don't remember going to therapy and as usual no one has stepped up to claim thos memories &gt;&gt;"
1260,1,levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml
847,1,"coming off cymbalta sucks, i've been slowly cutting back for the past 3 months. have finally made it over a weeks since i have taken it."
147,0,"though i'm still sleeping well, even on floor. that much be because of long half life and still having fluoxetine in my system."
2024,1,"as are (probably) the nausea, headache, sweats, flu symptoms &amp; diarrhea. but it?s still better than being on it.  #venlafaxine #withdrawal"
696,1,vyvanse completely gets rid of my appetite. not quite sure how to feel about this.
561,1,having a serious quetiapine haze this morning...
1974,0,@launterfied2 @dapperjustin then i think trazodone works specifically for insomnia (depression too but bleh)
1071,0,"(pd. sertraline vs fluoxetine, make your bet)"
194,1,i called for my effexor refill on wednesday. i was out. it's sunday and i can't stop screaming and crying
1845,0,@fragileannie then try to knock you out at night with a little trazadone or seroquel lol...  so not right
688,1,vyvanse is really taking its toll now #headache #anger
1445,1,"thanks to all my re-tweeters, your support is very much appreciated. i took the full dosd of olanzapine last night #sluggish"
629,1,i'm so allergic to trazodone but i haven't been taking it so no one believes me :::---))))
1850,1,"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel"
2065,1,but i'm happy to be clean. just really really really really really really really sucked going from 100mg desvenlafaxine / day to zero.
1297,0,"@jodidaubs @sassyjp10 he is from fleetwood, lancashire. also the place where the fisherman's friends lozenge originated #fleetwoodfac....t"
1407,1,pop a ciprofloxacin i'm sweating woo!
942,1,upped my effexor dosage 5 days ago. sleep cycle and quality went to shit 4 days ago. i sense a correlation here...
1146,1,i had the two humira shots today and the needle didnt hurt at all but the medicine inside burned like lava
34,1,i've had ocd symptoms like that for a while but seems like the seroquel exacerbates things and now this. :\
32,1,@luckystubbs reppin zoloft&amp;seroquel since last november. i'm hella gainin weight too awesome i'm fat and can't cum i own
1605,0,"if prozac be the food of love, lay down in a darkened room #badshakespeare"
1394,0,"nicotine and faded dreams, baby just believe there's no one else like me"
2185,1,rt @sueereid: vyvanse makes me think too much ?
1398,1,day 2 without nicotine: fuck sleep would be nice. so would a dip.......
575,1,20.12 day 15 rivaroxaban diary. haven't yet taken today's tablet. will when i eat. still intense lower back pain from yesterday's tablet.
947,1,i love this effexor! majorly kills my libido.
162,1,"13.08 day 13 rivaroxaban diary.  pracetamol has taken away most of the aches, but still have lower back ache and weak knees."
1624,0,@courage_cub i switched to prozac about month ago and it started working right away but i'm only now noticing its flavor
682,1,playing league while on vyvanse is too damn stressful.  back to public i go!
1321,0,"batman voice ""i need a lozenge."""
1388,1,nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop
1106,1,"3 rounds of puking, a nasty headache, and my throat is raw. body wants nothing to do with this increase in the geodon."
490,1,almost vomited on a zinc lozenge #yuk
1731,1,"@whatkatie_did i'm certainly weird but it's quetiapine instead of crack, i can't get that on prescription."
